timestamp,git_sha,config_sha16,run_num,n_gpus,batch_per_gpu,precision,step_med,step_p90,step_mean,step_std,samples_per_s,samples_per_s_wall,data_idle_frac,peak_mem_gb_max_rank,n_steps_counted
2026-05-29T23:54:39,73ba753,237cae5c318de8e4,bench_1780116497,4,6,bf16-mixed,0.810248,0.862402,0.830964,0.059035,29.621,26.719,0.098,63.619,80
