timestamp,git_sha,config_sha16,run_num,n_gpus,batch_per_gpu,precision,step_med,step_p90,step_mean,step_std,samples_per_s,samples_per_s_wall,data_idle_frac,peak_mem_gb_max_rank,n_steps_counted
2026-05-29T22:30:06,9ef9ad2,237cae5c318de8e4,bench_1780111524,4,4,bf16-mixed,0.509004,0.543967,0.515369,0.017846,31.434,28.954,0.079,49.682,80
