timestamp,git_sha,config_sha16,run_num,n_gpus,batch_per_gpu,precision,step_med,step_p90,step_mean,step_std,samples_per_s,samples_per_s_wall,data_idle_frac,peak_mem_gb_max_rank,n_steps_counted
2026-05-29T23:11:58,6901b12,237cae5c318de8e4,bench_1780113905,4,6,bf16-mixed,0.831702,1.857123,1.056798,0.589970,28.856,21.038,0.271,63.733,80
