timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2026/05/29 23:05:17.080, 0, 0, 0, 0
2026/05/29 23:05:17.081, 1, 0, 0, 0
2026/05/29 23:05:17.083, 2, 0, 0, 0
2026/05/29 23:05:17.089, 3, 0, 0, 0
2026/05/29 23:05:18.091, 0, 0, 0, 0
2026/05/29 23:05:18.092, 1, 0, 0, 0
2026/05/29 23:05:18.094, 2, 0, 0, 0
2026/05/29 23:05:18.098, 3, 0, 0, 0
2026/05/29 23:05:19.100, 0, 0, 0, 1
2026/05/29 23:05:19.104, 1, 0, 0, 0
2026/05/29 23:05:19.106, 2, 0, 0, 0
2026/05/29 23:05:19.108, 3, 0, 0, 0
2026/05/29 23:05:20.113, 0, 0, 0, 20
2026/05/29 23:05:20.128, 1, 0, 0, 20
2026/05/29 23:05:20.140, 2, 1, 0, 37
2026/05/29 23:05:20.148, 3, 0, 0, 20
2026/05/29 23:05:21.151, 0, 5, 0, 765
2026/05/29 23:05:21.153, 1, 5, 0, 825
2026/05/29 23:05:21.154, 2, 5, 0, 765
2026/05/29 23:05:21.155, 3, 7, 0, 825
2026/05/29 23:05:22.156, 0, 0, 0, 941
2026/05/29 23:05:22.157, 1, 100, 0, 989
2026/05/29 23:05:22.158, 2, 100, 0, 941
2026/05/29 23:05:22.160, 3, 100, 0, 989
2026/05/29 23:05:23.161, 0, 94, 6, 10485
2026/05/29 23:05:23.162, 1, 94, 8, 10533
2026/05/29 23:05:23.163, 2, 100, 6, 10485
2026/05/29 23:05:23.165, 3, 84, 5, 10533
2026/05/29 23:05:24.166, 0, 0, 0, 10485
2026/05/29 23:05:24.168, 1, 0, 0, 10533
2026/05/29 23:05:24.169, 2, 0, 0, 10485
2026/05/29 23:05:24.173, 3, 0, 0, 10533
2026/05/29 23:05:25.181, 0, 0, 0, 10485
2026/05/29 23:05:25.182, 1, 0, 0, 10533
2026/05/29 23:05:25.183, 2, 0, 0, 10485
2026/05/29 23:05:25.184, 3, 0, 0, 10533
2026/05/29 23:05:26.186, 0, 0, 0, 10485
2026/05/29 23:05:26.187, 1, 0, 0, 10533
2026/05/29 23:05:26.188, 2, 0, 0, 10485
2026/05/29 23:05:26.189, 3, 0, 0, 10533
2026/05/29 23:05:27.191, 0, 0, 0, 10485
2026/05/29 23:05:27.192, 1, 0, 0, 10533
2026/05/29 23:05:27.193, 2, 0, 0, 10485
2026/05/29 23:05:27.194, 3, 0, 0, 10533
2026/05/29 23:05:28.195, 0, 0, 0, 10485
2026/05/29 23:05:28.196, 1, 0, 0, 10533
2026/05/29 23:05:28.197, 2, 0, 0, 10485
2026/05/29 23:05:28.198, 3, 0, 0, 10533
2026/05/29 23:05:29.200, 0, 0, 0, 10485
2026/05/29 23:05:29.201, 1, 0, 0, 10533
2026/05/29 23:05:29.202, 2, 0, 0, 10485
2026/05/29 23:05:29.203, 3, 0, 0, 10533
2026/05/29 23:05:30.204, 0, 0, 0, 10485
2026/05/29 23:05:30.205, 1, 0, 0, 10533
2026/05/29 23:05:30.206, 2, 0, 0, 10485
2026/05/29 23:05:30.207, 3, 0, 0, 10533
2026/05/29 23:05:31.209, 0, 0, 0, 10485
2026/05/29 23:05:31.210, 1, 0, 0, 10533
2026/05/29 23:05:31.214, 2, 0, 0, 10485
2026/05/29 23:05:31.215, 3, 0, 0, 10533
2026/05/29 23:05:32.217, 0, 0, 0, 10487
2026/05/29 23:05:32.218, 1, 0, 0, 10535
2026/05/29 23:05:32.220, 2, 0, 0, 10485
2026/05/29 23:05:32.222, 3, 0, 0, 10535
2026/05/29 23:05:33.223, 0, 0, 0, 10491
2026/05/29 23:05:33.224, 1, 4, 0, 10997
2026/05/29 23:05:33.228, 2, 0, 0, 10489
2026/05/29 23:05:33.229, 3, 0, 0, 10537
2026/05/29 23:05:34.230, 0, 0, 0, 10493
2026/05/29 23:05:34.232, 1, 100, 0, 10997
2026/05/29 23:05:34.242, 2, 0, 0, 10491
2026/05/29 23:05:34.243, 3, 100, 0, 10997
2026/05/29 23:05:35.244, 0, 0, 0, 11169
2026/05/29 23:05:35.247, 1, 0, 0, 11211
2026/05/29 23:05:35.250, 2, 1, 0, 11167
2026/05/29 23:05:35.251, 3, 1, 0, 11213
2026/05/29 23:05:36.252, 0, 0, 0, 11169
2026/05/29 23:05:36.255, 1, 0, 0, 11213
2026/05/29 23:05:36.257, 2, 0, 0, 11167
2026/05/29 23:05:36.258, 3, 0, 0, 11215
2026/05/29 23:05:37.260, 0, 0, 0, 11169
2026/05/29 23:05:37.263, 1, 0, 0, 11213
2026/05/29 23:05:37.265, 2, 0, 0, 11167
2026/05/29 23:05:37.275, 3, 0, 0, 11215
2026/05/29 23:05:38.281, 0, 0, 0, 11169
2026/05/29 23:05:38.282, 1, 0, 0, 11213
2026/05/29 23:05:38.283, 2, 0, 0, 11167
2026/05/29 23:05:38.284, 3, 0, 0, 11215
2026/05/29 23:05:39.287, 0, 0, 0, 11169
2026/05/29 23:05:39.289, 1, 0, 0, 11215
2026/05/29 23:05:39.290, 2, 0, 0, 11167
2026/05/29 23:05:39.291, 3, 0, 0, 11215
2026/05/29 23:05:40.294, 0, 0, 0, 11169
2026/05/29 23:05:40.295, 1, 0, 0, 11217
2026/05/29 23:05:40.296, 2, 0, 0, 11169
2026/05/29 23:05:40.297, 3, 0, 0, 11217
2026/05/29 23:05:41.298, 0, 0, 0, 11171
2026/05/29 23:05:41.299, 1, 0, 0, 11217
2026/05/29 23:05:41.301, 2, 0, 0, 11171
2026/05/29 23:05:41.302, 3, 0, 0, 11219
2026/05/29 23:05:42.303, 0, 0, 0, 11175
2026/05/29 23:05:42.307, 1, 0, 0, 11219
2026/05/29 23:05:42.308, 2, 0, 0, 11173
2026/05/29 23:05:42.309, 3, 0, 0, 11221
2026/05/29 23:05:43.311, 0, 0, 0, 11175
2026/05/29 23:05:43.316, 1, 0, 0, 11221
2026/05/29 23:05:43.317, 2, 0, 0, 11175
2026/05/29 23:05:43.318, 3, 0, 0, 11225
2026/05/29 23:05:44.319, 0, 0, 0, 11177
2026/05/29 23:05:44.320, 1, 0, 0, 11223
2026/05/29 23:05:44.321, 2, 0, 0, 11177
2026/05/29 23:05:44.322, 3, 0, 0, 11225
2026/05/29 23:05:45.323, 0, 0, 0, 11177
2026/05/29 23:05:45.326, 1, 0, 0, 11225
2026/05/29 23:05:45.328, 2, 0, 0, 11177
2026/05/29 23:05:45.329, 3, 0, 0, 11225
2026/05/29 23:05:46.330, 0, 35, 32, 11717
2026/05/29 23:05:46.333, 1, 34, 30, 11765
2026/05/29 23:05:46.346, 2, 36, 30, 11717
2026/05/29 23:05:46.352, 3, 35, 31, 11765
2026/05/29 23:05:47.354, 0, 0, 0, 11799
2026/05/29 23:05:47.355, 1, 0, 0, 11847
2026/05/29 23:05:47.356, 2, 0, 0, 11799
2026/05/29 23:05:47.357, 3, 0, 0, 11847
2026/05/29 23:05:48.359, 0, 0, 0, 11799
2026/05/29 23:05:48.360, 1, 0, 0, 11847
2026/05/29 23:05:48.361, 2, 0, 0, 11799
2026/05/29 23:05:48.362, 3, 0, 0, 11847
2026/05/29 23:05:49.363, 0, 0, 0, 11799
2026/05/29 23:05:49.364, 1, 0, 0, 11847
2026/05/29 23:05:49.365, 2, 0, 0, 11799
2026/05/29 23:05:49.374, 3, 0, 0, 11847
2026/05/29 23:05:50.381, 0, 0, 0, 11799
2026/05/29 23:05:50.382, 1, 0, 0, 11849
2026/05/29 23:05:50.383, 2, 0, 0, 11801
2026/05/29 23:05:50.384, 3, 0, 0, 11849
2026/05/29 23:05:51.385, 0, 0, 0, 11801
2026/05/29 23:05:51.386, 1, 0, 0, 11849
2026/05/29 23:05:51.388, 2, 0, 0, 11801
2026/05/29 23:05:51.389, 3, 0, 0, 11849
2026/05/29 23:05:52.390, 0, 0, 0, 11801
2026/05/29 23:05:52.392, 1, 0, 0, 11849
2026/05/29 23:05:52.393, 2, 0, 0, 11801
2026/05/29 23:05:52.394, 3, 0, 0, 11849
2026/05/29 23:05:53.395, 0, 0, 0, 11801
2026/05/29 23:05:53.397, 1, 0, 0, 11849
2026/05/29 23:05:53.398, 2, 0, 0, 11801
2026/05/29 23:05:53.399, 3, 0, 0, 11849
2026/05/29 23:05:54.400, 0, 0, 0, 11961
2026/05/29 23:05:54.402, 1, 47, 22, 12009
2026/05/29 23:05:54.404, 2, 82, 40, 11961
2026/05/29 23:05:54.405, 3, 92, 43, 12009
2026/05/29 23:05:55.408, 0, 0, 0, 11961
2026/05/29 23:05:55.409, 1, 0, 0, 12009
2026/05/29 23:05:55.410, 2, 0, 0, 11961
2026/05/29 23:05:55.412, 3, 0, 0, 12009
2026/05/29 23:05:56.413, 0, 0, 0, 11961
2026/05/29 23:05:56.415, 1, 0, 0, 12009
2026/05/29 23:05:56.416, 2, 0, 0, 11961
2026/05/29 23:05:56.417, 3, 0, 0, 12009
2026/05/29 23:05:57.418, 0, 0, 0, 11961
2026/05/29 23:05:57.419, 1, 0, 0, 12009
2026/05/29 23:05:57.421, 2, 0, 0, 11961
2026/05/29 23:05:57.422, 3, 0, 0, 12009
2026/05/29 23:05:58.423, 0, 0, 0, 11961
2026/05/29 23:05:58.424, 1, 0, 0, 12009
2026/05/29 23:05:58.425, 2, 0, 0, 11961
2026/05/29 23:05:58.426, 3, 0, 0, 12009
2026/05/29 23:05:59.428, 0, 0, 0, 11961
2026/05/29 23:05:59.430, 1, 0, 0, 12009
2026/05/29 23:05:59.431, 2, 0, 0, 11961
2026/05/29 23:05:59.432, 3, 0, 0, 12009
2026/05/29 23:06:00.433, 0, 0, 0, 11961
2026/05/29 23:06:00.442, 1, 0, 0, 12009
2026/05/29 23:06:00.443, 2, 5, 4, 11961
2026/05/29 23:06:00.444, 3, 0, 0, 12009
2026/05/29 23:06:01.446, 0, 0, 0, 11961
2026/05/29 23:06:01.447, 1, 0, 0, 12009
2026/05/29 23:06:01.448, 2, 0, 0, 11961
2026/05/29 23:06:01.449, 3, 0, 0, 12009
2026/05/29 23:06:02.450, 0, 0, 0, 11961
2026/05/29 23:06:02.452, 1, 0, 0, 12009
2026/05/29 23:06:02.453, 2, 0, 0, 11961
2026/05/29 23:06:02.454, 3, 0, 0, 12009
2026/05/29 23:06:03.455, 0, 0, 0, 11961
2026/05/29 23:06:03.457, 1, 0, 0, 12009
2026/05/29 23:06:03.458, 2, 0, 0, 11961
2026/05/29 23:06:03.459, 3, 0, 0, 12009
2026/05/29 23:06:04.460, 0, 0, 0, 11961
2026/05/29 23:06:04.461, 1, 0, 0, 12009
2026/05/29 23:06:04.462, 2, 0, 0, 11961
2026/05/29 23:06:04.463, 3, 0, 0, 12009
2026/05/29 23:06:05.465, 0, 0, 0, 11961
2026/05/29 23:06:05.466, 1, 0, 0, 12009
2026/05/29 23:06:05.467, 2, 0, 0, 11961
2026/05/29 23:06:05.475, 3, 0, 0, 12009
2026/05/29 23:06:06.479, 0, 0, 0, 11961
2026/05/29 23:06:06.481, 1, 0, 0, 12009
2026/05/29 23:06:06.482, 2, 0, 0, 11961
2026/05/29 23:06:06.483, 3, 0, 0, 12009
2026/05/29 23:06:07.484, 0, 0, 0, 11961
2026/05/29 23:06:07.485, 1, 0, 0, 12009
2026/05/29 23:06:07.486, 2, 0, 0, 11961
2026/05/29 23:06:07.487, 3, 0, 0, 12009
2026/05/29 23:06:08.489, 0, 0, 0, 11963
2026/05/29 23:06:08.490, 1, 0, 0, 12009
2026/05/29 23:06:08.491, 2, 0, 0, 11963
2026/05/29 23:06:08.492, 3, 0, 0, 12011
2026/05/29 23:06:09.493, 0, 0, 0, 11963
2026/05/29 23:06:09.495, 1, 0, 0, 12011
2026/05/29 23:06:09.496, 2, 0, 0, 11963
2026/05/29 23:06:09.497, 3, 0, 0, 12011
2026/05/29 23:06:10.498, 0, 0, 0, 11963
2026/05/29 23:06:10.499, 1, 0, 0, 12011
2026/05/29 23:06:10.500, 2, 0, 0, 11963
2026/05/29 23:06:10.501, 3, 0, 0, 12011
2026/05/29 23:06:11.503, 0, 0, 0, 11963
2026/05/29 23:06:11.504, 1, 0, 0, 12011
2026/05/29 23:06:11.505, 2, 0, 0, 11963
2026/05/29 23:06:11.506, 3, 0, 0, 12011
2026/05/29 23:06:12.508, 0, 0, 0, 11963
2026/05/29 23:06:12.509, 1, 0, 0, 12013
2026/05/29 23:06:12.510, 2, 0, 0, 11965
2026/05/29 23:06:12.511, 3, 0, 0, 12013
2026/05/29 23:06:13.513, 0, 0, 0, 11965
2026/05/29 23:06:13.514, 1, 0, 0, 12013
2026/05/29 23:06:13.515, 2, 0, 0, 11965
2026/05/29 23:06:13.516, 3, 0, 0, 12013
2026/05/29 23:06:14.517, 0, 0, 0, 11965
2026/05/29 23:06:14.518, 1, 0, 0, 12013
2026/05/29 23:06:14.519, 2, 0, 0, 11965
2026/05/29 23:06:14.521, 3, 0, 0, 12013
2026/05/29 23:06:15.522, 0, 0, 0, 11965
2026/05/29 23:06:15.523, 1, 0, 0, 12013
2026/05/29 23:06:15.524, 2, 0, 0, 11965
2026/05/29 23:06:15.525, 3, 0, 0, 12013
2026/05/29 23:06:16.526, 0, 0, 0, 11965
2026/05/29 23:06:16.527, 1, 0, 0, 12013
2026/05/29 23:06:16.529, 2, 0, 0, 11965
2026/05/29 23:06:16.530, 3, 0, 0, 12013
2026/05/29 23:06:17.531, 0, 0, 0, 11965
2026/05/29 23:06:17.533, 1, 0, 0, 12013
2026/05/29 23:06:17.541, 2, 0, 0, 11965
2026/05/29 23:06:17.542, 3, 0, 0, 12013
2026/05/29 23:06:18.543, 0, 0, 0, 11965
2026/05/29 23:06:18.545, 1, 0, 0, 12013
2026/05/29 23:06:18.546, 2, 0, 0, 11965
2026/05/29 23:06:18.547, 3, 0, 0, 12013
2026/05/29 23:06:19.548, 0, 0, 0, 11965
2026/05/29 23:06:19.549, 1, 0, 0, 12013
2026/05/29 23:06:19.550, 2, 0, 0, 11965
2026/05/29 23:06:19.551, 3, 0, 0, 12013
2026/05/29 23:06:20.553, 0, 0, 0, 11965
2026/05/29 23:06:20.554, 1, 0, 0, 12013
2026/05/29 23:06:20.555, 2, 0, 0, 11965
2026/05/29 23:06:20.556, 3, 0, 0, 12013
2026/05/29 23:06:21.557, 0, 0, 0, 11965
2026/05/29 23:06:21.558, 1, 0, 0, 12013
2026/05/29 23:06:21.559, 2, 0, 0, 11965
2026/05/29 23:06:21.561, 3, 0, 0, 12013
2026/05/29 23:06:22.562, 0, 0, 0, 11965
2026/05/29 23:06:22.563, 1, 0, 0, 12013
2026/05/29 23:06:22.564, 2, 0, 0, 11965
2026/05/29 23:06:22.565, 3, 0, 0, 12013
2026/05/29 23:06:23.567, 0, 0, 0, 11965
2026/05/29 23:06:23.568, 1, 0, 0, 12013
2026/05/29 23:06:23.569, 2, 0, 0, 11965
2026/05/29 23:06:23.574, 3, 0, 0, 12013
2026/05/29 23:06:24.581, 0, 0, 0, 11965
2026/05/29 23:06:24.582, 1, 0, 0, 12013
2026/05/29 23:06:24.583, 2, 0, 0, 11965
2026/05/29 23:06:24.585, 3, 0, 0, 12013
2026/05/29 23:06:25.586, 0, 0, 0, 11965
2026/05/29 23:06:25.587, 1, 0, 0, 12013
2026/05/29 23:06:25.588, 2, 0, 0, 11965
2026/05/29 23:06:25.589, 3, 0, 0, 12013
2026/05/29 23:06:26.591, 0, 0, 0, 11965
2026/05/29 23:06:26.592, 1, 0, 0, 12013
2026/05/29 23:06:26.593, 2, 0, 0, 11965
2026/05/29 23:06:26.594, 3, 0, 0, 12013
2026/05/29 23:06:27.596, 0, 0, 0, 11967
2026/05/29 23:06:27.597, 1, 0, 0, 12015
2026/05/29 23:06:27.598, 2, 0, 0, 11967
2026/05/29 23:06:27.599, 3, 0, 0, 12015
2026/05/29 23:06:28.600, 0, 0, 0, 11967
2026/05/29 23:06:28.601, 1, 0, 0, 12015
2026/05/29 23:06:28.602, 2, 0, 0, 11967
2026/05/29 23:06:28.604, 3, 0, 0, 12015
2026/05/29 23:06:29.605, 0, 0, 0, 11967
2026/05/29 23:06:29.606, 1, 0, 0, 12015
2026/05/29 23:06:29.607, 2, 0, 0, 11967
2026/05/29 23:06:29.608, 3, 0, 0, 12015
2026/05/29 23:06:30.610, 0, 0, 0, 11967
2026/05/29 23:06:30.611, 1, 0, 0, 12017
2026/05/29 23:06:30.613, 2, 0, 0, 11969
2026/05/29 23:06:30.614, 3, 0, 0, 12017
2026/05/29 23:06:31.615, 0, 0, 0, 11969
2026/05/29 23:06:31.616, 1, 0, 0, 12017
2026/05/29 23:06:31.618, 2, 0, 0, 11969
2026/05/29 23:06:31.619, 3, 0, 0, 12017
2026/05/29 23:06:32.620, 0, 0, 0, 11969
2026/05/29 23:06:32.621, 1, 0, 0, 12017
2026/05/29 23:06:32.622, 2, 0, 0, 11969
2026/05/29 23:06:32.623, 3, 0, 0, 12017
2026/05/29 23:06:33.624, 0, 0, 0, 11969
2026/05/29 23:06:33.625, 1, 0, 0, 12017
2026/05/29 23:06:33.627, 2, 0, 0, 11969
2026/05/29 23:06:33.628, 3, 0, 0, 12017
2026/05/29 23:06:34.629, 0, 0, 0, 11969
2026/05/29 23:06:34.630, 1, 0, 0, 12017
2026/05/29 23:06:34.632, 2, 0, 0, 11969
2026/05/29 23:06:34.633, 3, 0, 0, 12017
2026/05/29 23:06:35.634, 0, 0, 0, 11969
2026/05/29 23:06:35.642, 1, 0, 0, 12017
2026/05/29 23:06:35.644, 2, 0, 0, 11969
2026/05/29 23:06:35.645, 3, 0, 0, 12017
2026/05/29 23:06:36.646, 0, 0, 0, 11969
2026/05/29 23:06:36.647, 1, 0, 0, 12017
2026/05/29 23:06:36.648, 2, 16, 12, 11969
2026/05/29 23:06:36.649, 3, 0, 0, 12017
2026/05/29 23:06:37.651, 0, 0, 0, 11969
2026/05/29 23:06:37.652, 1, 0, 0, 12017
2026/05/29 23:06:37.653, 2, 0, 0, 11969
2026/05/29 23:06:37.654, 3, 0, 0, 12017
2026/05/29 23:06:38.655, 0, 0, 0, 11969
2026/05/29 23:06:38.657, 1, 0, 0, 12017
2026/05/29 23:06:38.658, 2, 0, 0, 11969
2026/05/29 23:06:38.659, 3, 0, 0, 12017
2026/05/29 23:06:39.660, 0, 0, 0, 11969
2026/05/29 23:06:39.661, 1, 0, 0, 12017
2026/05/29 23:06:39.662, 2, 0, 0, 11969
2026/05/29 23:06:39.663, 3, 0, 0, 12017
2026/05/29 23:06:40.664, 0, 0, 0, 11969
2026/05/29 23:06:40.665, 1, 0, 0, 12017
2026/05/29 23:06:40.666, 2, 0, 0, 11969
2026/05/29 23:06:40.676, 3, 0, 0, 12017
2026/05/29 23:06:41.680, 0, 0, 0, 11969
2026/05/29 23:06:41.681, 1, 0, 0, 12017
2026/05/29 23:06:41.682, 2, 0, 0, 11969
2026/05/29 23:06:41.683, 3, 0, 0, 12017
2026/05/29 23:06:42.684, 0, 0, 0, 11969
2026/05/29 23:06:42.685, 1, 0, 0, 12017
2026/05/29 23:06:42.686, 2, 0, 0, 11969
2026/05/29 23:06:42.687, 3, 0, 0, 12017
2026/05/29 23:06:43.688, 0, 0, 0, 11969
2026/05/29 23:06:43.690, 1, 0, 0, 12017
2026/05/29 23:06:43.691, 2, 0, 0, 11969
2026/05/29 23:06:43.692, 3, 0, 0, 12017
2026/05/29 23:06:44.693, 0, 0, 0, 11969
2026/05/29 23:06:44.694, 1, 0, 0, 12017
2026/05/29 23:06:44.695, 2, 0, 0, 11969
2026/05/29 23:06:44.696, 3, 0, 0, 12017
2026/05/29 23:06:45.698, 0, 0, 0, 11969
2026/05/29 23:06:45.699, 1, 0, 0, 12017
2026/05/29 23:06:45.700, 2, 0, 0, 11969
2026/05/29 23:06:45.701, 3, 0, 0, 12017
2026/05/29 23:06:46.702, 0, 0, 0, 11969
2026/05/29 23:06:46.703, 1, 0, 0, 12017
2026/05/29 23:06:46.704, 2, 0, 0, 11969
2026/05/29 23:06:46.706, 3, 0, 0, 12019
2026/05/29 23:06:47.707, 0, 0, 0, 11969
2026/05/29 23:06:47.708, 1, 0, 0, 12017
2026/05/29 23:06:47.709, 2, 0, 0, 11971
2026/05/29 23:06:47.711, 3, 0, 0, 12019
2026/05/29 23:06:48.712, 0, 42, 39, 11977
2026/05/29 23:06:48.713, 1, 0, 0, 12027
2026/05/29 23:06:48.716, 2, 36, 33, 11979
2026/05/29 23:06:48.717, 3, 38, 34, 12027
2026/05/29 23:06:49.718, 0, 99, 55, 12061
2026/05/29 23:06:49.719, 1, 98, 59, 12109
2026/05/29 23:06:49.720, 2, 98, 66, 12061
2026/05/29 23:06:49.722, 3, 99, 48, 12109
2026/05/29 23:06:50.723, 0, 97, 71, 13061
2026/05/29 23:06:50.725, 1, 97, 70, 13109
2026/05/29 23:06:50.727, 2, 95, 74, 13061
2026/05/29 23:06:50.729, 3, 97, 76, 13309
2026/05/29 23:06:51.731, 0, 98, 68, 14741
2026/05/29 23:06:51.734, 1, 99, 67, 14789
2026/05/29 23:06:51.744, 2, 98, 67, 14741
2026/05/29 23:06:51.746, 3, 99, 67, 14789
2026/05/29 23:06:52.748, 0, 97, 60, 16201
2026/05/29 23:06:52.750, 1, 98, 62, 16249
2026/05/29 23:06:52.752, 2, 98, 56, 16201
2026/05/29 23:06:52.754, 3, 98, 53, 17049
2026/05/29 23:06:53.756, 0, 99, 53, 18361
2026/05/29 23:06:53.759, 1, 99, 49, 18409
2026/05/29 23:06:53.760, 2, 98, 62, 18361
2026/05/29 23:06:53.763, 3, 98, 62, 18629
2026/05/29 23:06:54.765, 0, 97, 84, 19963
2026/05/29 23:06:54.766, 1, 97, 82, 20011
2026/05/29 23:06:54.768, 2, 97, 84, 19963
2026/05/29 23:06:54.774, 3, 99, 48, 20011
2026/05/29 23:06:55.781, 0, 99, 47, 22243
2026/05/29 23:06:55.785, 1, 99, 48, 21731
2026/05/29 23:06:55.786, 2, 98, 52, 22243
2026/05/29 23:06:55.788, 3, 96, 99, 22431
2026/05/29 23:06:56.790, 0, 99, 52, 23923
2026/05/29 23:06:56.792, 1, 99, 47, 23971
2026/05/29 23:06:56.793, 2, 99, 59, 23923
2026/05/29 23:06:56.796, 3, 97, 66, 23971
2026/05/29 23:06:57.799, 0, 97, 81, 25385
2026/05/29 23:06:57.800, 1, 96, 81, 25433
2026/05/29 23:06:57.802, 2, 97, 72, 25385
2026/05/29 23:06:57.804, 3, 99, 46, 25433
2026/05/29 23:06:58.806, 0, 99, 53, 27405
2026/05/29 23:06:58.808, 1, 98, 62, 27453
2026/05/29 23:06:58.810, 2, 99, 49, 27545
2026/05/29 23:06:58.812, 3, 97, 79, 27813
2026/05/29 23:06:59.814, 0, 98, 69, 29147
2026/05/29 23:06:59.816, 1, 98, 63, 29195
2026/05/29 23:06:59.818, 2, 97, 82, 29147
2026/05/29 23:06:59.819, 3, 98, 60, 29195
2026/05/29 23:07:00.821, 0, 98, 51, 30867
2026/05/29 23:07:00.824, 1, 98, 46, 30895
2026/05/29 23:07:00.827, 2, 99, 48, 31107
2026/05/29 23:07:00.828, 3, 97, 78, 31575
2026/05/29 23:07:01.829, 0, 99, 52, 33109
2026/05/29 23:07:01.832, 1, 99, 53, 33157
2026/05/29 23:07:01.845, 2, 99, 47, 33109
2026/05/29 23:07:01.847, 3, 99, 69, 33157
2026/05/29 23:07:02.849, 0, 98, 58, 34569
2026/05/29 23:07:02.850, 1, 97, 69, 34617
2026/05/29 23:07:02.853, 2, 96, 82, 34569
2026/05/29 23:07:02.855, 3, 99, 51, 34617
2026/05/29 23:07:03.856, 0, 99, 51, 36249
2026/05/29 23:07:03.859, 1, 99, 53, 36277
2026/05/29 23:07:03.861, 2, 98, 65, 36609
2026/05/29 23:07:03.863, 3, 98, 61, 36797
2026/05/29 23:07:04.865, 0, 0, 0, 37411
2026/05/29 23:07:04.866, 1, 0, 0, 37459
2026/05/29 23:07:04.867, 2, 0, 0, 37411
2026/05/29 23:07:04.876, 3, 0, 0, 37459
2026/05/29 23:07:05.880, 0, 99, 56, 38811
2026/05/29 23:07:05.883, 1, 99, 50, 38499
2026/05/29 23:07:05.884, 2, 98, 67, 38951
2026/05/29 23:07:05.887, 3, 98, 63, 39199
2026/05/29 23:07:06.890, 0, 99, 46, 39891
2026/05/29 23:07:06.893, 1, 99, 48, 39939
2026/05/29 23:07:06.895, 2, 97, 68, 40311
2026/05/29 23:07:06.896, 3, 98, 62, 40519
2026/05/29 23:07:07.898, 0, 99, 52, 41413
2026/05/29 23:07:07.900, 1, 99, 49, 41401
2026/05/29 23:07:07.902, 2, 99, 50, 41413
2026/05/29 23:07:07.904, 3, 99, 48, 41461
2026/05/29 23:07:08.906, 0, 99, 53, 42813
2026/05/29 23:07:08.909, 1, 97, 68, 42861
2026/05/29 23:07:08.911, 2, 99, 50, 42913
2026/05/29 23:07:08.912, 3, 99, 50, 43361
2026/05/29 23:07:09.915, 0, 98, 51, 44253
2026/05/29 23:07:09.917, 1, 98, 62, 44301
2026/05/29 23:07:09.918, 2, 99, 47, 44253
2026/05/29 23:07:09.921, 3, 99, 48, 44301
2026/05/29 23:07:10.922, 0, 99, 50, 45715
2026/05/29 23:07:10.924, 1, 98, 58, 45763
2026/05/29 23:07:10.926, 2, 99, 47, 45775
2026/05/29 23:07:10.927, 3, 99, 46, 45823
2026/05/29 23:07:11.929, 0, 97, 73, 47175
2026/05/29 23:07:11.930, 1, 96, 89, 47223
2026/05/29 23:07:11.932, 2, 99, 56, 47175
2026/05/29 23:07:11.934, 3, 98, 64, 47223
2026/05/29 23:07:12.936, 0, 98, 65, 48635
2026/05/29 23:07:12.943, 1, 98, 69, 48683
2026/05/29 23:07:12.944, 2, 98, 53, 48635
2026/05/29 23:07:12.946, 3, 98, 59, 48683
2026/05/29 23:07:13.949, 0, 97, 60, 50075
2026/05/29 23:07:13.951, 1, 96, 80, 50123
2026/05/29 23:07:13.953, 2, 99, 51, 50075
2026/05/29 23:07:13.955, 3, 98, 55, 50185
2026/05/29 23:07:14.957, 0, 95, 93, 51537
2026/05/29 23:07:14.959, 1, 96, 91, 51585
2026/05/29 23:07:14.961, 2, 96, 73, 51537
2026/05/29 23:07:14.962, 3, 97, 86, 51585
2026/05/29 23:07:15.964, 0, 98, 69, 52717
2026/05/29 23:07:15.966, 1, 99, 57, 52765
2026/05/29 23:07:15.967, 2, 97, 73, 52717
2026/05/29 23:07:15.976, 3, 99, 52, 52765
2026/05/29 23:07:16.982, 0, 97, 76, 54277
2026/05/29 23:07:16.983, 1, 98, 67, 54325
2026/05/29 23:07:16.985, 2, 98, 54, 54277
2026/05/29 23:07:16.987, 3, 98, 49, 54905
2026/05/29 23:07:17.989, 0, 99, 52, 56399
2026/05/29 23:07:17.991, 1, 98, 61, 55867
2026/05/29 23:07:17.993, 2, 99, 52, 56539
2026/05/29 23:07:17.995, 3, 98, 84, 56587
2026/05/29 23:07:18.997, 0, 0, 0, 56619
2026/05/29 23:07:18.998, 1, 0, 0, 56667
2026/05/29 23:07:18.999, 2, 0, 0, 56619
2026/05/29 23:07:19.000, 3, 0, 0, 56667
2026/05/29 23:07:20.001, 0, 0, 0, 56619
2026/05/29 23:07:20.002, 1, 0, 0, 56667
2026/05/29 23:07:20.004, 2, 0, 0, 56619
2026/05/29 23:07:20.005, 3, 0, 0, 56667
2026/05/29 23:07:21.006, 0, 0, 0, 56619
2026/05/29 23:07:21.008, 1, 0, 0, 56667
2026/05/29 23:07:21.009, 2, 0, 0, 56619
2026/05/29 23:07:21.010, 3, 0, 0, 56667
2026/05/29 23:07:22.012, 0, 47, 34, 56743
2026/05/29 23:07:22.013, 1, 52, 36, 56791
2026/05/29 23:07:22.014, 2, 29, 25, 56743
