timestamp,git_sha,config_sha16,run_num,n_gpus,batch_per_gpu,precision,step_med,step_p90,step_mean,step_std,samples_per_s,samples_per_s_wall,data_idle_frac,peak_mem_gb_max_rank,n_steps_counted
2026-05-29T22:24:03,9ef9ad2,237cae5c318de8e4,bench_1780111326,4,4,bf16-mixed,0.772010,0.800952,0.775713,0.017114,20.725,19.736,0.048,60.033,80
